surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
348,252,1,0,1,0,1,0,0.005,10,0,0,-0.369,-0.369,0,0,-0.3028,-1.1351,-0.1148,0.5,1,1,5,2,1,2,1,1,5,3,1,5,3,4,0,0,0,7,1,0.6,0
348,252,2,0,1,0,2,1,0.234,0,15,0,0.2122,0,0.2122,0,-0.525,0.6394,-0.419,0,1,1,5,2,1,2,1,1,5,3,1,5,3,4,0,0,0,0,0,1.2,0
348,252,3,1,1,1,3,6,0.821,5,0,1,0.7196,0,0,0.7196,0.8392,0.764,0.1311,0,1,1,5,2,1,2,1,1,5,3,1,5,3,4,0,0,0,0,0,-0.6,0
349,253,1,0,1,0,2,0,-0.539,45,0,0,-1.2746,-1.2746,0,0,-1.4312,-1.5653,-0.2953,1.5,2,2,6,2,1,1,2,1,5,5,3,3,4,2,0,0,0,8,1,0.9,0
349,253,2,0,1,0,1,0,-0.479,0,120,0,-1.7028,0,-1.7028,0,-2.1745,0.2236,-0.5972,0,2,2,6,2,1,1,2,1,5,5,3,3,4,2,0,0,0,0,0,0.9,0
349,253,3,1,1,1,3,9,0.242,15,0,0.5,-0.9067,0,0,-0.9067,0.4442,0.2742,-1.5247,0,2,2,6,2,1,1,2,1,5,5,3,3,4,2,0,0,0,0,0,-1.2,0
350,254,1,0,1,0,2,0,1,5,0,0,999,999,0,0,0.7415,-1.0905,0.7258,0.5,2,6,6,2,2,2,1,0,4,5,2,1,3,2,1,1,2,10,1,1,10
350,254,2,1,1,1,3,28,1,0,10,0,999,0,999,0,0.4089,0.951,0.6509,0,2,6,6,2,2,2,1,0,4,5,2,1,3,2,0,0,0,0,0,1,10
350,254,3,0,1,0,1,0,1,5,0,0,999,0,0,999,0.6059,-1.6031,-0.1543,0,2,6,6,2,2,2,1,0,4,5,2,1,3,2,0,0,0,0,0,-1.1,10
351,255,1,0,1,0,2,0,0.705,18,0,0,-0.4065,-0.4065,0,0,0.5645,-0.0897,0.7661,0.5,2,1,5,2,1,1,2,1,3,5,2,2,2,0,0,0,0,10,1,1.1,0
351,255,2,0,1,0,1,0,0.215,0,30,0,-0.1179,0,-0.1179,0,-1.4916,0.327,1.1119,0,2,1,5,2,1,1,2,1,3,5,2,2,2,0,0,0,0,0,0,1.1,0
351,255,3,1,1,1,3,2,0.667,15,0,0.5,0.2653,0,0,0.2653,0.7522,0.6484,0.1501,0,2,1,5,2,1,1,2,1,3,5,2,2,2,0,0,0,0,0,0,-1,0
353,256,1,0,1,1,3,0,-0.052,40,0,0,-0.3535,-0.3535,0,0,-0.0969,-1.1108,0.1925,3,2,1,3,1,1,1,3,1,7,2,1,5,3,1,1,1,2,8,1,0.8,0
353,256,2,0,1,0,1,0,-0.35,0,60,0,-0.0092,0,-0.0092,0,-1.565,-0.3893,0.3219,0,2,1,3,1,1,1,3,1,7,2,1,5,3,1,0,0,0,0,0,0.8,0
353,256,3,1,1,0,2,10,-0.089,10,0,0.5,0.7691,0,0,0.7691,0.1454,-1.0244,-0.5874,0,2,1,3,1,1,1,3,1,7,2,1,5,3,1,0,0,0,0,0,-0.7,0
354,257,1,0,1,0,2,0,-0.119,20,0,0,0.503,0.503,0,0,0.1327,-1.1844,0.7444,3,2,1,2,2,1,2,1,1,7,2,1,3,2,0,0,0,0,9,1,0.8,0
354,257,2,0,1,0,1,0,-0.119,0,20,0,0.611,0,0.611,0,-0.9473,0.8759,1.0758,0,2,1,2,2,1,2,1,1,7,2,1,3,2,0,0,0,0,0,0,1.6,0
354,257,3,1,1,1,3,6,2.931,15,0,1,0.7649,0,0,0.7649,0.6544,0.2658,-0.0097,0,2,1,2,2,1,2,1,1,7,2,1,3,2,0,0,0,0,0,0,0.8,0
358,258,1,0,1,1,3,1,0.791,20,0,0,2.0879,2.0879,0,0,0.5654,0.4022,0.8196,0.5,1,4,3,2,1,1,3,2,4,5,2,2,3,2,1,1,2,10,1,1,0
358,258,2,0,1,0,1,0,0.163,0,60,0,0.0206,0,0.0206,0,-1.6824,0.8866,0.7131,0,1,4,3,2,1,1,3,2,4,5,2,2,3,2,0,0,0,0,0,1,0
358,258,3,1,1,0,2,10,0.752,10,0,1,-0.0333,0,0,-0.0333,1.1345,-0.0495,0.3933,0,1,4,3,2,1,1,3,2,4,5,2,2,3,2,0,0,0,0,0,-1.1,0
360,259,1,1,1,1,3,1,0.466,24,0,0,0.787,0.787,0,0,0.618,-1.4794,1.4617,0.5,1,1,3,1,1,1,4,2,6,3,1,5,3,5,0,0,0,10,1,1,0
360,259,2,0,1,0,1,0,0.208,0,45,0,0.6133,0,0.6133,0,-1.5603,1.1768,0.3494,0,1,1,3,1,1,1,4,2,6,3,1,5,3,5,0,0,0,0,0,1.9,0
360,259,3,0,1,0,2,6,-0.011,15,0,1,-2.03,0,0,-2.03,0.1757,0.3468,-3.7144,0,1,1,3,1,1,1,4,2,6,3,1,5,3,5,0,0,0,0,0,-1.9,0
361,260,1,0,1,0,2,3,0.491,25,0,0,0.426,0.426,0,0,0.1833,-0.2481,-0.0225,6,1,1,5,1,1,1,2,2,4,5,2,4,2,4,1,0,1,10,1,0.4,0
361,260,2,0,1,0,1,0,0.031,0,45,0,0.5637,0,0.5637,0,-1.0288,0.3272,-0.5931,0,1,1,5,1,1,1,2,2,4,5,2,4,2,4,0,0,0,0,0,0.9,0
361,260,3,1,1,1,3,16,0.465,10,0,2,-1.1691,0,0,-1.1691,0.4329,0.127,-0.6092,0,1,1,5,1,1,1,2,2,4,5,2,4,2,4,0,0,0,0,0,-0.5,0
364,261,1,0,1,0,1,1,0.283,27,0,0,0.712,0.712,0,0,0.1841,-0.9673,0.7187,1.5,1,1,3,1,1,1,3,1,7,2,1,4,2,4,1,0,1,8,1,1.4,0
364,261,2,0,1,0,2,1,0.354,0,15,0,1.1007,0,1.1007,0,-0.0118,-0.1726,0.8566,0,1,1,3,1,1,1,3,1,7,2,1,4,2,4,0,0,0,0,0,0.7,0
364,261,3,1,1,1,3,12,0.576,15,0,0.5,-0.047,0,0,-0.047,0.5962,0.4177,-0.2202,0,1,1,3,1,1,1,3,1,7,2,1,4,2,4,0,0,0,0,0,-1.2,0
365,262,1,0,1,0,2,0,0.069,35,0,0,-0.7694,-0.7694,0,0,-1.0508,0.591,0.0074,0.5,1,1,2,2,1,1,2,2,6,2,3,4,2,2,1,1,2,10,1,-0.2,0
365,262,2,0,1,0,1,0,-0.135,0,90,0,-0.495,0,-0.495,0,-2.1712,0.8529,-0.2625,0,1,1,2,2,1,1,2,2,6,2,3,4,2,2,0,0,0,0,0,1.3,0
365,262,3,1,1,1,3,6,1.284,12,0,1,0.5696,0,0,0.5696,1.5954,1.2756,0.148,0,1,1,2,2,1,1,2,2,6,2,3,4,2,2,0,0,0,0,0,1.3,0
366,263,1,0,1,0,2,0,0.131,30,0,0,-0.0646,-0.0646,0,0,-0.2055,-1.4058,0.459,6,1,3,6,1,1,1,2,1,7,5,1,5,3,2,1,1,2,10,1,1.5,2
366,263,2,0,1,0,1,0,-0.004,0,85,0,-0.1791,0,-0.1791,0,-1.6932,0.702,0.1481,0,1,3,6,1,1,1,2,1,7,5,1,5,3,2,0,0,0,0,0,1.5,2
366,263,3,1,1,1,3,11,0.783,15,0,0.5,0.6759,0,0,0.6759,0.7212,0.8101,0.0353,0,1,3,6,1,1,1,2,1,7,5,1,5,3,2,0,0,0,0,0,-1,2
367,264,1,0,1,0,2,13,0.158,40,0,0,999,999,0,0,0.1883,-1.2387,-0.1421,6,1,6,6,2,2,2,2,0,4,5,2,1,4,2,0,1,1,9,1,-1,12
367,264,2,0,1,0,1,0,0.132,0,-9,0,999,0,999,0,-1.2132,0.1595,0.8186,0,1,6,6,2,2,2,2,0,4,5,2,1,4,2,0,0,0,0,0,1,12
367,264,3,1,1,1,3,19,0.807,15,0,0,999,0,0,999,1.0081,-0.045,-0.0425,0,1,6,6,2,2,2,2,0,4,5,2,1,4,2,0,0,0,0,0,1,12
370,265,1,0,1,0,1,0,-0.134,-9,0,0,999,999,0,0,-0.7785,-0.3388,-0.6757,1.5,1,1,6,2,2,2,1,0,4,4,3,1,3,5,0,0,0,-9,3,1,26
370,265,2,1,1,1,3,3,0.107,0,15,0,999,0,999,0,-1.1261,1.1344,-0.34,0,1,1,6,2,2,2,1,0,4,4,3,1,3,5,0,0,0,0,0,1,26
370,265,3,0,1,0,2,1,0.671,5,0,0,999,0,0,999,1.1277,0.029,-0.8721,0,1,1,6,2,2,2,1,0,4,4,3,1,3,5,0,0,0,0,0,1,26
372,266,1,0,1,0,1,0,-0.425,20,0,0,-0.8053,-0.8053,0,0,-0.89,-1.7696,0.7602,1.5,2,1,2,1,1,1,2,0,4,2,4,5,2,2,0,0,0,8,3,0.9,0
372,266,2,1,1,1,3,9,1.036,0,12,0,1.3437,0,1.3437,0,0.6504,1.2461,0.0947,0,2,1,2,1,1,1,2,0,4,2,4,5,2,2,0,0,0,0,0,1.7,0
372,266,3,0,1,0,2,3,0.429,5,0,0,0.3769,0,0,0.3769,0.8089,-0.3382,-0.5981,0,2,1,2,1,1,1,2,0,4,2,4,5,2,2,0,0,0,0,0,-0.9,0
373,267,1,0,1,0,1,0,-0.032,15,0,0,-0.9937,-0.9937,0,0,-0.4765,-1.5069,0.9494,1.5,1,1,2,2,1,2,5,2,4,2,4,6,2,2,0,0,0,5,3,1.1,0
373,267,2,0,1,0,2,3,0.6,0,5,0,0.8996,0,0.8996,0,-0.2115,0.9788,0.3593,0,1,1,2,2,1,2,5,2,4,2,4,6,2,2,0,0,0,0,0,1.1,0
373,267,3,1,1,1,3,9,0.587,2,0,0.4,0.6505,0,0,0.6505,1.2524,-0.9444,0.5438,0,1,1,2,2,1,2,5,2,4,2,4,6,2,2,0,0,0,0,0,-1.2,0
375,268,1,0,1,0,1,0,0.058,-9,0,0,-2.0988,-2.0988,0,0,0.1855,-1.7844,-0.3367,-9,2,1,2,1,1,2,2,1,4,5,1,2,3,4,0,0,0,3,3,1.1,0
375,268,2,1,1,1,3,9,0.942,0,5,0,0.672,0,0.672,0,0.6093,1.0495,0.3913,0,2,1,2,1,1,2,2,1,4,5,1,2,3,4,0,0,0,0,0,1.1,0
375,268,3,0,1,0,2,23,0.709,2,0,0.5,-0.4658,0,0,-0.4658,1.1192,0.639,-2.0937,0,2,1,2,1,1,2,2,1,4,5,1,2,3,4,0,0,0,0,0,-1,0
376,269,1,0,1,0,2,3,0.068,20,0,0,0.7366,0.7366,0,0,0.3194,-1.9764,0.7243,1.5,2,1,3,1,1,2,1,1,4,4,1,5,2,4,1,1,2,10,1,0.9,0
376,269,2,0,1,0,1,0,-0.546,0,90,0,0.1721,0,0.1721,0,-2.2663,-0.1953,-1.1842,0,2,1,3,1,1,2,1,1,4,4,1,5,2,4,0,0,0,0,0,0.9,0
376,269,3,1,1,1,3,6,0.692,12,0,1,-0.4304,0,0,-0.4304,0.8062,0.5693,-0.3564,0,2,1,3,1,1,2,1,1,4,4,1,5,2,4,0,0,0,0,0,-0.2,0
379,270,1,0,1,0,2,0,0.334,25,0,0,0.9028,0.9028,0,0,-0.5731,0.129,0.4025,1.5,2,3,3,2,1,1,5,2,5,3,2,5,2,2,1,0,1,10,1,0.7,0
379,270,2,0,1,0,1,0,0.011,0,50,0,0.3694,0,0.3694,0,-1.2945,0.602,-0.5686,0,2,3,3,2,1,1,5,2,5,3,2,5,2,2,0,0,0,0,0,1.5,0
379,270,3,1,1,1,3,6,0.515,13,0,1,-0.3022,0,0,-0.3022,0.1435,1.1524,-2.1408,0,2,3,3,2,1,1,5,2,5,3,2,5,2,2,0,0,0,0,0,-0.8,0
381,271,1,0,1,0,1,1,0.117,15,0,0,-1.7253,-1.7253,0,0,-0.8296,-0.3147,1.0345,1.5,2,4,5,1,1,1,4,1,4,5,1,4,3,2,0,0,0,10,1,1.1,0
381,271,2,0,1,0,2,3,0.77,0,7,0,1.0336,0,1.0336,0,0.3285,0.9605,0.8714,0,2,4,5,1,1,1,4,1,4,5,1,4,3,2,0,0,0,0,0,1.1,0
381,271,3,1,1,1,3,9,0.77,7,0,0.5,-0.735,0,0,-0.735,1.0045,0.6068,0.0406,0,2,4,5,1,1,1,4,1,4,5,1,4,3,2,0,0,0,0,0,-2.2,0
382,272,1,0,1,0,2,0,0.668,10,0,0,-0.2929,-0.2929,0,0,0.3251,0.1526,1.6041,1.5,1,2,5,1,1,1,2,2,4,5,1,3,3,2,0,1,1,10,1,0.9,0
382,272,2,0,1,0,1,0,0.148,0,35,0,-2.0559,0,-2.0559,0,-1.2126,0.6966,0.4657,0,1,2,5,1,1,1,2,2,4,5,1,3,3,2,0,0,0,0,0,0.9,0
382,272,3,1,1,1,3,1,0.879,5,0,1,0.3307,0,0,0.3307,1.2636,0.2955,0.649,0,1,2,5,1,1,1,2,2,4,5,1,3,3,2,0,0,0,0,0,-1.2,0
385,273,1,0,1,0,2,1,0.975,20,0,0,0.7676,0.7676,0,0,0.7545,0.6799,0.6679,0.5,1,2,6,1,1,2,1,1,7,5,5,1,1,2,1,1,2,10,1,1,0
385,273,2,0,1,0,1,0,0.351,0,45,0,-0.4073,0,-0.4073,0,-1.2803,0.7197,1.1258,0,1,2,6,1,1,2,1,1,7,5,5,1,1,2,0,0,0,0,0,1,0
385,273,3,1,1,1,3,6,0.885,15,0,0,0.9507,0,0,0.9507,1.2349,0.5723,0.3201,0,1,2,6,1,1,2,1,1,7,5,5,1,1,2,0,0,0,0,0,-1.3,0
387,274,1,0,1,0,2,3,-0.048,12,0,0,0.7032,0.7032,0,0,-0.3373,-1.6749,1.0134,1.5,2,6,1,2,1,0,1,2,6,5,2,0,4,0,1,1,2,10,1,-1.7,9
387,274,2,0,1,0,1,1,0.1,0,30,0,-0.4866,0,-0.4866,0,-2.1585,1.3744,0.5222,0,2,6,1,2,1,0,1,2,6,5,2,0,4,0,0,0,0,0,0,1.2,9
387,274,3,1,1,1,3,19,1.084,6,0,0,-0.3032,0,0,-0.3032,1.4037,-0.0452,1.513,0,2,6,1,2,1,0,1,2,6,5,2,0,4,0,0,0,0,0,0,1.2,9
389,275,1,0,1,0,2,0,-0.095,30,0,0,-1.7291,-1.7291,0,0,-0.1519,-1.2969,-0.9385,0.5,1,6,4,2,1,1,5,2,5,4,3,6,2,4,1,0,1,9,1,0.6,9
389,275,2,0,1,0,1,0,-0.173,0,45,0,-0.1817,0,-0.1817,0,-0.7827,-0.5144,-1.3955,0,1,6,4,2,1,1,5,2,5,4,3,6,2,4,0,0,0,0,0,0.6,9
389,275,3,1,1,1,3,18,0.426,5,0,1,-1.1126,0,0,-1.1126,0.4585,-0.2213,-1.1074,0,1,6,4,2,1,1,5,2,5,4,3,6,2,4,0,0,0,0,0,-0.9,9
390,276,1,0,1,0,2,0,-0.605,7,0,0,999,999,0,0,-0.837,-1.8925,-0.8896,3,2,2,6,2,1,2,1,1,4,5,5,4,4,4,1,1,2,3,1,-0.1,13
390,276,2,0,1,0,1,0,0.054,0,60,0,999,0,999,0,-1.7183,1.4692,-0.3934,0,2,2,6,2,1,2,1,1,4,5,5,4,4,4,0,0,0,0,0,1.3,13
390,276,3,1,1,1,3,17,0.958,10,0,1,999,0,0,999,1.0065,0.8754,0.8716,0,2,2,6,2,1,2,1,1,4,5,5,4,4,4,0,0,0,0,0,-1.4,13
392,277,1,0,1,0,2,0,0.34,20,0,0,999,999,0,0,0.1687,-0.2031,-0.511,0.5,1,4,6,2,1,1,2,2,3,5,3,4,1,4,0,0,0,10,1,0.4,12
392,277,2,0,1,0,1,0,-0.3,0,60,0,999,0,999,0,-1.353,-0.8371,-0.5477,0,1,4,6,2,1,1,2,2,3,5,3,4,1,4,0,0,0,0,0,0.9,12
392,277,3,1,1,1,3,10,0.72,10,0,1,999,0,0,999,0.8563,0.5332,-0.2906,0,1,4,6,2,1,1,2,2,3,5,3,4,1,4,0,0,0,0,0,-0.5,12
395,278,1,0,1,0,2,0,-0.09,40,0,0,-1.0433,-1.0433,0,0,-0.5682,-1.1945,0.08,-9,2,2,4,1,1,2,2,2,5,2,1,5,3,4,9,9,9,-9,0,1.3,0
395,278,2,0,1,0,1,0,-0.064,0,90,0,-1.2665,0,-1.2665,0,-2.4335,1.3505,1.0439,0,2,2,4,1,1,2,2,2,5,2,1,5,3,4,0,0,0,0,0,-1.6,0
395,278,3,1,1,1,3,4,1.157,21,0,1,0.5127,0,0,0.5127,1.3575,1.2368,0.6214,0,2,2,4,1,1,2,2,2,5,2,1,5,3,4,0,0,0,0,0,-0.2,0
396,279,1,0,1,0,1,1,-0.08,-9,0,0,0.471,0.471,0,0,-0.4589,-1.1925,0.797,-9,2,3,3,1,1,1,5,1,7,3,1,4,3,1,9,9,9,9,0,-0.8,2
396,279,2,1,1,1,3,18,0.575,0,10,0,0.6995,0,0.6995,0,0.294,0.2323,0.2508,0,2,3,3,1,1,1,5,1,7,3,1,4,3,1,0,0,0,0,0,1.4,2
396,279,3,0,1,0,2,17,0.1,12,0,0.2,0.2378,0,0,0.2378,0.1765,-0.7889,-0.9997,0,2,3,3,1,1,1,5,1,7,3,1,4,3,1,0,0,0,0,0,-1.5,2
397,280,1,0,1,0,2,1,0.271,15,0,0,1.1216,1.1216,0,0,0.7726,-1.0266,-0.4608,0.5,1,6,6,2,1,1,3,1,2,5,3,2,2,2,1,0,1,10,1,-0.9,4
397,280,2,0,1,0,1,0,0.185,0,-9,0,0.0819,0,0.0819,0,-1.5555,1.4232,-0.0995,0,1,6,6,2,1,1,3,1,2,5,3,2,2,2,0,0,0,0,0,1.2,4
397,280,3,1,1,1,3,7,0.267,15,0,0.5,-0.3163,0,0,-0.3163,0.3288,-0.2355,-0.7001,0,1,6,6,2,1,1,3,1,2,5,3,2,2,2,0,0,0,0,0,-0.9,4
399,281,1,0,1,0,2,1,0.088,20,0,0,-1.4294,-1.4294,0,0,-0.1181,-1.2503,0.0191,1.5,1,1,3,1,1,1,2,1,7,4,1,6,2,0,0,0,0,10,1,0.4,0
399,281,2,0,1,0,1,0,0.144,0,30,0,-1.1437,0,-1.1437,0,-0.6557,-0.0459,-0.2126,0,1,1,3,1,1,1,2,1,7,4,1,6,2,0,0,0,0,0,0,0.4,0
399,281,3,1,1,1,3,5,0.428,8,0,0.5,-1.6806,0,0,-1.6806,0.2459,0.2963,-1.0227,0,1,1,3,1,1,1,2,1,7,4,1,6,2,0,0,0,0,0,0,-0.4,0
400,282,1,0,1,0,2,1,0.73,5,0,0,1.2885,1.2885,0,0,0.5607,0.1404,0.8544,0.5,2,1,2,2,1,2,1,1,5,2,1,2,2,2,1,1,2,3,1,1.2,0
400,282,2,0,1,1,3,3,1.085,0,15,0,1.0174,0,1.0174,0,0.779,1.4302,0.4517,0,2,1,2,2,1,2,1,1,5,2,1,2,2,2,0,0,0,0,0,1.2,0
400,282,3,1,1,0,1,8,0.553,5,0,1,0.0879,0,0,0.0879,0.4525,0.6131,0.0682,0,2,1,2,2,1,2,1,1,5,2,1,2,2,2,0,0,0,0,0,-0.9,0
401,283,1,0,1,0,2,0,0.032,30,0,0,-0.6553,-0.6553,0,0,-0.245,-1.3606,0.1442,3,2,2,3,2,1,1,4,2,5,2,2,5,2,2,1,0,1,10,1,1,0
401,283,2,0,1,0,1,0,-0.192,0,60,0,-0.4697,0,-0.4697,0,-2.2677,0.7049,0.4157,0,2,2,3,2,1,1,4,2,5,2,2,5,2,2,0,0,0,0,0,1,0
401,283,3,1,1,1,3,6,0.718,20,0,1,1.3135,0,0,1.3135,1.0652,0.336,0.1103,0,2,2,3,2,1,1,4,2,5,2,2,5,2,2,0,0,0,0,0,-1.2,0
403,284,1,0,1,0,2,0,0.141,15,0,0,-0.1221,-0.1221,0,0,-0.086,-0.7796,-0.0631,1.5,1,5,3,2,1,2,4,1,4,2,3,2,2,2,0,0,0,8,1,-0.5,0
403,284,2,0,1,0,1,0,0.281,0,25,0,-0.0623,0,-0.0623,0,-0.5955,0.3187,-0.1414,0,1,5,3,2,1,2,4,1,4,2,3,2,2,2,0,0,0,0,0,0.9,0
403,284,3,1,1,1,3,21,0.782,7,0,1,0.7927,0,0,0.7927,0.9783,0.3421,0.1191,0,1,5,3,2,1,2,4,1,4,2,3,2,2,2,0,0,0,0,0,-0.5,0
404,285,1,0,1,0,2,1,0.193,5,0,0,-1.0207,-1.0207,0,0,0.0606,-1.2837,0.0001,0.5,2,5,6,1,1,1,3,2,5,4,1,5,2,2,1,1,2,10,1,-0.1,0
404,285,2,0,1,0,1,1,0.39,0,8,0,-1.1417,0,-1.1417,0,-0.2246,0.8738,-0.3666,0,2,5,6,1,1,1,3,2,5,4,1,5,2,2,0,0,0,0,0,0.9,0
404,285,3,1,1,1,3,9,0.885,4,0,0.7,-1.7356,0,0,-1.7356,1.4982,0.775,-2.0312,0,2,5,6,1,1,1,3,2,5,4,1,5,2,2,0,0,0,0,0,-0.1,0
406,286,1,0,1,0,2,0,0.213,60,0,0,-0.0225,-0.0225,0,0,0.1408,-1.2737,0.2457,0.5,2,1,5,1,1,1,4,3,5,5,1,4,3,2,0,0,0,9,1,0.5,0
406,286,2,0,1,0,1,0,-0.078,0,45,0,-2.1672,0,-2.1672,0,-1.1559,0.2934,-0.6599,0,2,1,5,1,1,1,4,3,5,5,1,4,3,2,0,0,0,0,0,0.8,0
406,286,3,1,1,1,3,36,0.594,5,0,1,-0.4739,0,0,-0.4739,0.8082,0.0968,-0.3898,0,2,1,5,1,1,1,4,3,5,5,1,4,3,2,0,0,0,0,0,-0.6,0
408,287,1,0,0,0,2,8,0.314,20,0,0,0.8648,0.8648,0,0,0.4016,-0.5562,-0.485,0.5,1,1,3,1,1,1,5,1,3,5,1,2,3,1,1,1,2,10,1,0.7,6
408,287,2,0,0,0,1,3,0.247,0,15,0,-0.0928,0,-0.0928,0,0.1023,-0.3688,-0.2204,0,1,1,3,1,1,1,5,1,3,5,1,2,3,1,0,0,0,0,0,-0.5,6
408,287,3,0,0,1,3,14,0.501,5,0,1,0.7359,0,0,0.7359,0.5635,-0.0271,-0.5461,0,1,1,3,1,1,1,5,1,3,5,1,2,3,1,0,0,0,0,0,-0.2,6
409,288,1,0,1,0,2,3,0.773,20,0,0,1.1644,1.1644,0,0,0.3535,-0.0026,1.8413,0.5,1,1,3,1,1,1,3,1,7,2,1,3,2,2,1,1,2,7,1,1.4,0
409,288,2,0,1,0,1,0,0.829,0,25,0,0.6921,0,0.6921,0,0.0631,1.6222,1.2203,0,1,1,3,1,1,1,3,1,7,2,1,3,2,2,0,0,0,0,0,1.4,0
409,288,3,1,1,1,3,6,0.652,10,0,0.5,-1.2795,0,0,-1.2795,0.4846,0.9318,0.1882,0,1,1,3,1,1,1,3,1,7,2,1,3,2,2,0,0,0,0,0,-1.4,0
410,289,1,0,1,0,2,0,0.123,30,0,0,1.1997,1.1997,0,0,0.2178,-1.58,0.8954,3,2,1,2,1,1,1,2,2,6,2,4,1,2,4,1,1,2,10,1,0.8,0
410,289,2,0,1,0,1,0,0.211,0,30,0,0.6508,0,0.6508,0,-0.6022,-0.2917,0.3307,0,2,1,2,1,1,1,2,2,6,2,4,1,2,4,0,0,0,0,0,1.6,0
410,289,3,1,1,1,3,14,0.605,10,0,0.3,-0.171,0,0,-0.171,0.947,0.3044,-0.5191,0,2,1,2,1,1,1,2,2,6,2,4,1,2,4,0,0,0,0,0,-0.9,0
411,290,1,0,1,0,2,0,0.1,20,0,0,999,999,0,0,0.1229,-1.0366,-1.2501,0.5,2,2,5,2,1,1,4,3,3,5,3,6,3,3,1,1,2,5,1,-0.6,11
411,290,2,0,1,0,1,0,0.6,0,60,0,999,0,999,0,-0.5123,0.1009,-0.6576,0,2,2,5,2,1,1,4,3,3,5,3,6,3,3,0,0,0,0,0,0.7,11
411,290,3,1,1,1,3,20,0.7,10,0,1,999,0,0,999,0.1657,0.3903,-0.7792,0,2,2,5,2,1,1,4,3,3,5,3,6,3,3,0,0,0,0,0,-0.6,11
412,291,1,0,1,0,2,1,0.481,20,0,0,1.3256,1.3256,0,0,0.5135,-0.7116,1.0714,3,2,5,5,1,1,1,2,1,7,4,1,4,2,4,1,1,2,10,1,1.2,0
412,291,2,0,1,0,1,0,0.167,0,30,0,0.1712,0,0.1712,0,-1.0997,0.2389,0.7035,0,2,5,5,1,1,1,2,1,7,4,1,4,2,4,0,0,0,0,0,1.2,0
412,291,3,1,1,1,3,5,0.873,6,0,0.5,0.4008,0,0,0.4008,1.1582,0.6591,0.0165,0,2,5,5,1,1,1,2,1,7,4,1,4,2,4,0,0,0,0,0,-0.6,0
413,292,1,0,1,0,1,1,-0.36,15,0,0,-0.9872,-0.9872,0,0,-0.6898,-1.9405,-1.2672,1.5,2,2,5,2,1,1,4,3,5,4,1,6,4,4,0,1,1,8,1,0.4,0
413,292,2,0,1,0,2,1,0.414,0,20,0,-0.4396,0,-0.4396,0,-0.2462,0.6994,-0.6529,0,2,2,5,2,1,1,4,3,5,4,1,6,4,4,0,0,0,0,0,1.1,0
413,292,3,1,1,1,3,6,1.094,7,0,0.8,-0.2878,0,0,-0.2878,1.3148,0.743,0.3633,0,2,2,5,2,1,1,4,3,5,4,1,6,4,4,0,0,0,0,0,-0.2,0
414,293,1,0,1,0,2,0,1.3,30,0,0,0.8154,0.8154,0,0,-0.3277,-1.0474,-1.0133,3,2,5,6,1,1,2,1,1,7,5,1,2,1,2,1,1,2,10,1,0.5,0
414,293,2,0,1,0,1,1,0.6,0,90,0,-2.1294,0,-2.1294,0,-0.1096,0.5094,0.7673,0,2,5,6,1,1,2,1,1,7,5,1,2,1,2,0,0,0,0,0,1.2,0
414,293,3,1,1,1,3,3,1.3,20,0,1,0.4155,0,0,0.4155,1.0713,0.6271,-0.166,0,2,5,6,1,1,2,1,1,7,5,1,2,1,2,0,0,0,0,0,-0.6,0
416,294,1,0,1,0,1,0,-0.376,10,0,0,-1.5652,-1.5652,0,0,-0.7375,-1.6756,-0.3739,0.5,2,4,3,2,1,2,0,0,7,5,1,2,2,4,0,0,0,10,3,-0.1,0
416,294,2,0,1,0,2,1,0.145,0,12,0,0.3317,0,0.3317,0,-0.7995,0.125,0.6115,0,2,4,3,2,1,2,0,0,7,5,1,2,2,4,0,0,0,0,0,1,0
416,294,3,1,1,1,3,26,0.784,5,0,0,1.2335,0,0,1.2335,1.0579,0.7051,-0.347,0,2,4,3,2,1,2,0,0,7,5,1,2,2,4,0,0,0,0,0,-1.2,0
417,295,1,0,1,0,1,0,-0.136,40,0,0,0.074,0.074,0,0,-0.8071,-1.3949,0.583,0.5,2,3,2,1,1,1,2,1,5,2,1,4,3,2,1,1,2,10,1,0.9,0
417,295,2,0,1,0,2,0,0.272,0,50,0,0.4745,0,0.4745,0,-1.3658,1.4071,-0.6402,0,2,3,2,1,1,1,2,1,5,2,1,4,3,2,0,0,0,0,0,1.9,0
417,295,3,1,1,1,3,3,0.9,20,0,0.5,-0.2809,0,0,-0.2809,1.036,0.8116,0.0292,0,2,3,2,1,1,1,2,1,5,2,1,4,3,2,0,0,0,0,0,-1,0
418,296,1,0,1,0,2,1,0.776,15,0,0,999,999,0,0,0.9917,-0.3479,1.0625,0.5,1,5,4,2,1,1,3,1,4,4,0,4,2,4,1,1,2,10,1,1,12
418,296,2,0,1,0,1,0,-0.054,0,30,0,999,0,999,0,-2.0249,1.0702,-0.4771,0,1,5,4,2,1,1,3,1,4,4,0,4,2,4,0,0,0,0,0,1,12
